,Name,Website,Description,Tags,Country,Computer,Phone,TwitterUsername
690,Anwar Hussain,https://gist.github.com/getanwar/daa9cb57428fd56255b1759fef2754f0,Web Developer and No-Code Maker,"Front End, Developer, JavaScript, React, Vue.js, Node.js, GraphQL, HTML, CSS, SCSS, Entrepreneur, No Code, Maker",🇧🇩,apple,android,https://twitter.com/getanwar
691,Matt Burns,https://iammattburns.dev/uses,"Full Stack Developer, Lego Builder, Beer Drinker, UK","Full Stack, React, React Native, Design Systems, Freelancer, JavaScript, TypeScript, Laravel, GraphQL, Node.js, Lego",🇬🇧,apple,iphone,https://twitter.com/iammattburns
692,Vikash Patel,https://vk4s.github.io/uses/,"Engineer, Programmer, Web Developer","Python, Django, Flask, JavaScript, Node, Vue, HTML5, CSS3, Markdown, Nginx, Git, GitHub, vscode, Photoshop, Inkscape, Figma, Developer, Linux, Bash",🇮🇳,windows,android,
693,5am.is,https://5am.is/uses/,iOS developer and designer that cares about user experience and privacy,"Swift, SwiftUI, Developer, Designer, Blogger, Entrepreneur, Maker",🇳🇱,apple,flipphone,
694,Tony Lockhart,https://tlockhart.github.io/portfolio/#uses,"Full Stack Developer, Designer, and Instructor","CSS, Developer, Designer, Ember, Express, Full Stack, HTML, Illustrator, Instructor, Java, JavaScript, MongoDB, Node.js, React, TypeScript, Web Developer",🇺🇸,windows,android,https://twitter.com/tflock41
695,Peter Forret,https://blog.forret.com/uses/,"Photographer, tinkerer, software architect","Architect, Bash, Cinema, Consulting, Engineer, Ffmpeg, Laravel, Linux, PHP, SaaS, WordPress",🇧🇪,apple,iphone,https://twitter.com/pforret
696,Shreyas Minocha,https://shreyasminocha.me/uses,web. foss. privacy. archival. accessibility.,"Developer, Web, Full Stack, TypeScript, JavaScript, Python",🇮🇳,linux,android,
697,Rene Gens,https://renegens.com/uses,"android engineer, project manager, teacher, aspiring designer and author","Developer, Android, Entrepreneur, Teacher, Kotlin, Gatsby, React, CSS",🇬🇷,apple,iphone,https://twitter.com/renegens
698,Michal Slepko,https://michalslepko.dev/uses,Senior web developer learning iOS development. Live coding streamer on Twitch,"Programmer, Web Developer, Full Stack, PHP, HTML, CSS, JavaScript, Gatsby, TailWindCSS, WordPress, SQL, VS Code, SwiftUI, iOS, Xcode, Mac, Problem Solver, Streamer",🇬🇧,apple,iphone,https://twitter.com/michal_codes
699,Jayden Garridan Bridges,https://foreverliketh.is/docs/assortments/uses/,Teacher. Web Developer.,"Web Developer, JavaScript, Blogger, Teacher, VS Code, Hugo, Android, macOS",🇺🇸,apple,android,
700,Vladimir Vo,https://vldmr.website/uses,Frontend developer with passion for great product design,"Astro, Front End, Developer, JavaScript, TypeScript, React, Next.js, JAMstack, Netlify, Vercel, HTML, CSS",🇵🇱,apple,iphone,https://twitter.com/v1in_
701,Daryn St. Pierre,https://daryn.codes/uses,"Front-end developer, designer, CodePen tinkerer, LEGO enthusiast. Building VueJS applications (for a living) and eating pizza (for fun).","Developer, Designer, Engineer, Front End, CSS, SCSS, JavaScript, Vue.js, Accessibility, Full Stack, Node.js, Remote",🇺🇸,apple,iphone,https://twitter.com/bloqhead
702,Tuna Çağlar Gümüş,https://pikseladam.com/uses,Senior software and systems engineer. I design things and make stuff when needed.,"Developer, Full Stack, JavaScript, Java, PHP, Gatsby, C#, Ruby on Rails, SaaS, PaaS, SQL",🇹🇷,apple,iphone,https://twitter.com/tc_gumus
703,Bala Hantsi,https://github.com/bhantsi/uses,"Software developer, full stack developer (in training), lately focused on frontend. Enjoy traveling and gaming.","Front End, React, Next.js, TypeScript, Developer, JavaScript, Web, CSS, Node.js, HTML, Web Developer, SQL, Ubuntu, Nigeria",🇳🇬,linux,android,https://twitter.com/b_hantsi
704,Miguel Ángel Durán,https://midu.dev/uses,"Front end passionate, Web Performance freak, casual speaker, <WTFront! /> podcast host, and gamer.","Developer, Front End, Full Stack, Engineer, JavaScript, TypeScript, React, Accessibility, Performance, Teacher, Youtuber, Node.js, Speaker, Podcaster, Blogger",🇪🇸,apple,android,https://twitter.com/midudev
705,Matthew Rebehn,https://mattaz.com/uses,Proud Dad and Developer,"Developer, Front End, HTML, CSS, JavaScript, React, Gatsby, Svelte",🇺🇸,linux,android,https://twitter.com/MRebehn
706,David Llop,https://davidllop.com/uses,Full stack developer from Girona. Open Source contributor. Always Learning.,"Developer, Backend, Full Stack, Engineer, PHP, JavaScript, Laravel, Vue.js, Chatbots, API, Blogger",🇪🇸,apple,iphone,https://twitter.com/lloople
707,Niko Heikkilä,https://nikoheikkila.fi/uses/,Software Craftsman and Open-Source Advocate at Futurice,"Full Stack, Software Craftsmanship, Continuous Integration, Continuous Delivery, DevOps, Team Leadership, Open Source Software",🇫🇮,apple,iphone,https://twitter.com/nikoheikkila
708,Alex Mufatti,https://codeandrun.it/uses,Code and Run,"Developer, Full Stack, Runner, Marathoner, Kotlin, Java, Node.js, React, C#, Linux, Blogger, JavaScript",🇮🇹,apple,iphone,https://twitter.com/alexmufatti
709,Robin Bakker,https://robinbakker.nl/uses,Web Developer,"Web Developer, Full Stack, HTML, JavaScript, CSS, React, Vue.js, C#, .NET, Eleventy",🇳🇱,windows,android,https://twitter.com/robinbakker
710,James Quick,https://jamesqquick.com/uses,Developer Advocate Engineer at @auth0 and content creator,"Developer, Speaker, Teacher, Full Stack, Developer Advocate, Youtuber, JavaScript, React, Node.js",🇺🇸,apple,iphone,https://twitter.com/jamesqquick
711,Hugo Di Francesco,https://codewithhugo.com/uses,"JavaScript developer, blogger at codewithhugo.com, co-author of 'Professional JavaScript' with Packt.","Engineer, Full Stack, Blogger, Author, Python, Docker, Kubernetes, Serverless, JavaScript, TypeScript, React, Vue.js, Node.js",🇬🇧,apple,android,https://twitter.com/hugo__df
712,Matt TK Taylor,https://tk.gg/uses,Product Manager in news & media,"Product Manager, Node.js, JavaScript, Vercel",🇬🇧,windows,,https://twitter.com/MattieTK
713,Himank Barve,https://hbarve1.com/uses,"Full Stack JavaScript Developer, Open Source Enthusiast","JavaScript, TypeScript, React, Node.js, Next.js, GraphQL, TailWindCSS, Docker, AWS, Firebase, MongoDB, PostgreSQL, Redis, Full Stack, JAM Stack, MERN Stack, Apollo GraphQL, Redux, Open Source Software, Remote, Prisma, PWA",🇮🇳,apple,iphone,https://twitter.com/hbarve1
714,Christian Oliff,https://christianoliff.com/uses/,Front-end web developer person.,"CSS, Front End, HTML, Hugo, Websites",🇯🇵,windows,iphone,https://twitter.com/christianoliff
715,Philip Theobald,https://www.philiptheobald.com/uses/,"Guitar player, motorcyclist, software engineer, entreprenuer","Software Engineer, Laravel, Vue.js, WordPress",🇺🇸,apple,android,https://twitter.com/fylzero
716,Adam Schwartz,https://adamschwartz.co/uses/,"Software developer, designer, film music composer","Composer, CSS, Designer, Developer, Engineer, Front End, JavaScript, Musician",🇺🇸,apple,iphone,https://twitter.com/adamfschwartz
717,Matt James,https://mattfrankjames.com/uses/,Senior Front-end Software Engineer & Web Design Teacher,"CSS, Front End, HTML, JavaScript, Drupal, Svelte, React",🇺🇸,apple,iphone,https://twitter.com/mattfrankjames
718,Bob Matyas,https://www.bobmatyas.com/uses,Web Developer // IndieWeb,"Developer, HTML, CSS, JavaScript, WordPress, Blogger",🇺🇸,apple,iphone,https://twitter.com/bobmatyas
719,Rail Hamdeew,https://hmdw.me/uses/,Full Stack. Open to new technologies,"Full Stack, Ruby, PHP, Python, JavaScript, Vue.js",🇷🇺,apple,iphone,https://twitter.com/rhamdeew
720,Sergey Panteleev,https://sergeypanteleev.com/en/uses,PHP 8.2 Release Manager,"Developer, Full Stack, Backend, Web Developer, Laravel, TailWindCSS, PHP, PhpStorm, macOS, Open Source Software",🇷🇺,apple,iphone,https://twitter.com/s_panteleev
721,Sascha Diercks,https://saschadiercks.de/uses/,Building Solutions as Lead Frontend Developer • Designer & Maker of useful Things too • Into Design-Systems and Web-Performance,"HTML, CSS, Sass, JavaScript, React, Front End, UI/UX, Performance, Magento, Drupal, Developer, Designer, Eleventy, PHP",🇩🇪,apple,iphone,https://twitter.com/saschadiercks
722,Stan Lo,https://gist.github.com/st0012/7b018463dd041d2a4401d9fa5044bedf,"Developer at Ticketsolve, creator of Goby","Developer, Backend, Ruby, Ruby on Rails, Goby",🇹🇼,apple,iphone,https://twitter.com/_st0012
723,Tiffany White,https://tiffanywhite.dev/uses/,"Frontend dev, blogger, podcaster, herder of cats","Engineer, JavaScript, Developer, React, Blogger, Web Developer, Writer, Podcaster",🇺🇸,apple,iphone,https://twitter.com/tiffanywhitedev
724,Danny Solivan,https://solivan.dev/blog/uses,Test engineer. Web developer on the side.,"Test Engineer, Svelte, Astro, Blogger, C, Python, SQL, TypeScript",🇺🇸,windows,android,
725,Leonardo Melo,https://www.leomeloxp.dev/uses,"Full stack web developer. Typescript lover, always learning new stuff.","Developer, Front End, Full Stack, GraphQL, JAMstack, JavaScript, React, TypeScript",🇯🇪,apple,iphone,https://twitter.com/leomeloxp
726,Nick East,https://www.nick-east.com/uses,"Front-end developer, UX/UI designer, Web Jedi 🧙‍♂️ ","Front End, JavaScript, Designer, JAMstack, React, Gatsby",🇬🇧,apple,iphone,https://twitter.com/nickcodesbadly
727,Thomas Hunter II,https://thomashunter.name/uses,Node.js developer with a thing for distributed systems. Co-organizer of NodeSchool SF. Game developer.,"Developer, Backend, Speaker, Writer, JavaScript, Node.js",🇺🇸,linux,android,https://twitter.com/tlhunter
728,Chris Berry,http://chrisberry.io/uses,"Designer / Developer 🦄, Linux advocate, mechanical keyboard connoisseur ","Front End, JavaScript, JAMstack, Gatsby, CSS, HTML, UX, Designer, Blogger",🇺🇸,linux,android,https://twitter.com/chris_berry
729,Bruno Brito,https://brunobrito.pt/uses,"Freelance Web Developer, Content Creator, Digital Marketing teacher","Developer, Front End, Blogger, Teacher, JavaScript, React, Gatsby, CSS",🇵🇹,apple,android,https://twitter.com/the_bammer
730,Sebastien Elet,https://www.notion.so/Dev-environment-ec11cb5bd0594c16a3c6338e6aa4f5b9,Full stack javascript developer which also loves ops and automation,"Developer, Vim, Ops, Docker, JavaScript, TypeScript, Node.js, Backend",🇫🇷,apple,iphone,https://twitter.com/SebastienElet
731,Bradley Shellnut,https://bradleyshellnut.com/uses,"Fullstack software engineer who loves learning new things. Also music 🎶, hiking ⛰️, and cocktails 🍸.","Developer, Full Stack, Gatsby, React, JavaScript, Java, Kotlin",🇺🇸,linux,android,
732,Ali Alaa,https://www.alialaa.dev/uses,Front-end web developer & online learning content creator.,"Front End, HTML, CSS, JavaScript, React, React Native, Gatsby, Blogger, WordPress, Teacher",🇪🇬,apple,iphone,https://twitter.com/alialaa
733,Ahmed Ibrahim,https://ahmed-ibrahim.com/uses,Full-stack developer who believes that Passion is the key to every success.,"Developer, Full Stack, Entrepreneur, JavaScript, React, Node.js, Cloud",🇪🇬,linux,android,https://twitter.com/ahmed_ibrahhim
734,Ben Newton,https://BenENewton.com/uses,Front End Architecht with over 25 years of experience.,"Front End, JavaScript, React, TypeScript, Architecture, Jest, CypressIO, Storybook, UI, UX, DevOps",🇺🇸,apple,iphone,https://twitter.com/BenENewton
735,Dean Lofts,https://loftwah.github.io/uses,"Loftwah The Beatsmiff, Hip Hop Producer, Graphics, Socials, Video and Web","Audio, Ansible, AWS, Canva, Cloudflare, Design, DevOps, DigitalOcean, Docker, Graphics, Hip Hop, HTML, JavaScript, Linux, Nextcloud, Nginx, PHP, Python, Remote, Social Media, TypeScript, Video, WordPress",🇦🇺,windows,android,https://twitter.com/loftwah
736,Chuck Munson,https://www.breadandrosesweb.com/uses/,"Web developer, blogger, writer, journalist, photographer, librarian, Minecraft addict, cooking show fanatic","CSS, JavaScript, WordPress, Blogger, Web Developer, Full Stack",🇺🇸,windows,iphone,https://twitter.com/ChuckMunson2
737,Prakhil TP,https://www.notion.so/Things-Prakhil-uses-e995e61834c242f1b739be9f8819fb0c,"Team lead, Experienced full-stack engineer & non-stop learner.  :wq","Engineer, JavaScript, React, Vim, Full Stack, TypeScript, DevOps, AWS, Blogger",🇮🇳,linux,android,https://twitter.com/Prakhil_tp
738,Lee Robinson,https://leerob.io/uses,"Developer, writer, creator. Solutions Architect @ Vercel.","Next.js, React, MDX, TailWindCSS, Vercel, Serverless, Full Stack, UI/UX, Design Systems, JavaScript, Front End, Instructor, Teacher, Course Maker, Blogger, Speaker",🇺🇸,apple,iphone,https://twitter.com/leeerob
739,Clint Winter,https://clintgwinter.com/uses,Full stack developer loving the Laravel ecosystem. Sometimes I write about it.,"Web Developer, Full Stack, Developer, Web, PHP, SQL, Laravel, JavaScript, TailWindCSS, CSS, Vue.js, AlpineJS, Laravel Livewire, Blogger",🇺🇸,windows,android,https://twitter.com/ClintWinter2
740,Ayush Gupta,https://ayushgupta.tech/uses/,"React & React Native developer, passionate photographer, technical writer and occasionaly designer.","JavaScript, React, React Native, Developer, Next.js, Gatsby, CSS, Front End, HTML, TypeScript, Web Developer, TailWindCSS, UI, Firebase, Styled Components, Photographer, Netlify",🇮🇳,windows,android,https://twitter.com/_guptaji_
741,William Rodriguez,https://williamrodriguez.com/uses,Full-Stack Developer. TALL Stack Advocate. Less is more.,"PHP, Laravel, JavaScript, Vue.js, Developer, Engineer, AWS, Full Stack, Front End, HTML, CSS, Sass, Web Developer, Web Development, TailWindCSS, Laravel Livewire, AlpineJS, Electron, Musician, VS Code, TALL Stack",🇺🇸,apple,iphone,https://twitter.com/WillRodRican
742,Terry Dontje,https://gist.github.com/tddontje/50e88b03eb56cbe5705ed2c7354d8f54,Backend developer with a HPC parallel computing background. BBQ Lover and homebrewer.,"Remote, Software Engineer, Developer, Backend, C, C++, Java, Spring, JavaScript, Node.js, Python, PostgreSQL, HTML",🇺🇸,apple,iphone,https://twitter.com/tddontje
743,Albin Groen,https://albingroen.com/uses/,"Young self taught fullstack JavaScript developer that's really interested in the web, open source, and design.","JavaScript, React, Node.js, GraphQL, Gatsby, Sanity, Front End, TypeScript, Performance, Entrepreneur, Community, Design",🇸🇪,apple,iphone,https://twitter.com/albingroen
744,Maxim Villivald,https://villivald.com/uses,"Web Developer, IT Student 👨‍💻, Blogger & part time Tram Driver 🚃.","Web Developer, JavaScript, HTML, CSS, React, Blogger, Front End, Student",🇫🇮,apple,iphone,https://twitter.com/crapp_blog
745,Devika Bhapkar,https://github.com/devikabhapkar/uses,"Student,Content creator","Python, Django, Flask, JavaScript, Node, Canva, HTML5, CSS3, Git, Java, GitHub, vscode, Photoshop, Inkscape, Kotlin, Developer, Linux, Bash",🇮🇳,windows,android,
746,Kenny Robinson,https://thealmostengineer.com/uses,Web developer that builds software to improve business processes,"Developer, Programmer, Web Developer, .NET Core, Linux, Windows, Trainer, Blogger, Selenium, Entrepreneur, HTML, CSS, Youtuber, Automation",🇺🇸,linux,android,https://twitter.com/almostengr
747,Adam DeHaven,https://www.adamdehaven.com/uses/,"Full-Stack Software Engineer, UX Designer, runner, and cyclist based in Louisville, KY","Software Engineer, Full Stack, Web Developer, UX, JavaScript, Vue.js, CSS, Blogger, PHP, Laravel, WordPress, SQL",🇺🇸,windows,android,https://twitter.com/adamdehaven
748,Iván Olivares,https://iolivares.com/uses,Building web experiences since 2006. Javascript Lover ❤️.,"Next.js, React, MDX, TailWindCSS, Vercel, Serverless, Node.js, JAMstack, UI, Architecture, JavaScript, Front End, Speaker, Blogger, Entrepreneur, Photographer",🇨🇱,apple,iphone,https://twitter.com/ivolivares
749,Amir R Muntasser,https://arkm.xyz/uses/,"Web Developer, #vuenicorn wizard, Oxford comma enthusiast, and inventor of the ol' razzle dazzle.","Front End, JavaScript, CSS, HTML, Accessibility, Vue.js, React, Developer",🇺🇸,apple,iphone,https://twitter.com/arkmuntasser
750,Roy Tang,https://roytang.net/about/uses/,"Programmer, engineer, scientist, critic, gamer, dreamer, and kid-at-heart.","Developer, Full Stack, Blogger, Python, JavaScript, HTML, CSS, SQL",🇵🇭,windows,android,https://twitter.com/roytang
751,Lakshmipriya Mukundan,https://gist.github.com/lakshmipriyamukundan/ddd224306ce962f4f159f1065f0f0c67,"Javascript lover, FullStack enthusiast, React Learner (current), Pet lover","JavaScript, Node.js, Developer, Full Stack, React, ElasticSearch, GraphQL",🇮🇳,linux,android,https://twitter.com/lak_mee
752,Maria Altyeva Schuessler ,http://mariacodes.io/uses,"Nacho Cheese Lover and Senior Full-Stack Developer, Project Manager, and Writer based out of Shanghai, China","Developer, Front End, Full Stack, JavaScript, Blogger, React, Writer, Ruby on Rails",🇺🇸,apple,iphone,https://twitter.com/mariaschuessler
